,Job Title,Company,location,site,jobtype,health_insurance,Dental_insurance,years of experience,salary,benefits_401k,stocks,date_posted,Unnamed: 0,lower_limit_salary,upper_limit_salary
553,Data Scientist,NR Consulting LLC,Elk Grove,ZipRecruiter,Full-time,0,0,0,"[0, 0]",0,1,30,258.0,0,0.0
554,"Data Scientist, Cloud Planning and Profitability",Google,Sunnyvale,LinkedIn,Full-time and Part-time,1,0,5,"[150000, 223000]",1,1,1,259.0,150000,223000.0
555,"SENIOR, DATA SCIENTIST - DATA VENTURES",Walmart,Danville,Prime Job Seekers,Full-time,1,1,5,"[0, 0]",1,1,6,260.0,0,0.0
556,Data Scientist IV,Crystal Equation Corporation,Menlo Park,LinkedIn,Full-time and Part-time,1,1,8,"[161280, 170880]",1,1,30,261.0,161280,170880.0
557,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,San Carlos,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,262.0,117000,234000.0
558,"Sr Data Scientist, Product Analytics - USDS",TikTok,Mountain View,LinkedIn,Full-time,1,1,5,"[355, 329]",1,1,10,263.0,355,329.0
559,Senior Data Scientist,Virta Health,Fairfield,Lively Vacancies,Full-time and Part-time,0,0,7,"[996, 213]",1,1,1,264.0,996,213.0
560,"(USA) Senior, Data Scientist",Walmart,Cupertino,ZipRecruiter,Full-time,1,1,5,"[117000, 234000]",1,1,12,265.0,117000,234000.0
561,PhD Supply Chain Data Scientist - Remote | New College Grad,Get It Recruit - Transportation,Anywhere • via LinkedIn,LinkedIn,Full-time,0,0,0,"[0, 0]",1,1,4,266.0,0,0.0
562,"Sr Data Scientist, ProServe GenAI - Open Reqs",Amazon Web Services (AWS),Santa Clara,LinkedIn,Full-time and Part-time,1,0,8,"[143300, 247600]",1,1,8,267.0,143300,247600.0
563,"SENIOR, DATA SCIENTIST - DATA VENTURES",Walmart,Lafayette,Prime Job Seekers,Full-time,1,1,5,"[0, 0]",1,1,6,268.0,0,0.0
564,Senior Data Scientist,Virta Health,Ripon,Lively Vacancies,Contractor,0,0,7,"[996, 213]",1,1,1,269.0,996,213.0
565,Data Science Specialist,eJAmerica,Mountain View,LinkedIn,Full-time,0,0,5,"[105600, 124800]",0,1,17,270.0,105600,124800.0
566,Data Science Lead - TikTok Ads- San Jose,TikTok,San Jose,LinkedIn,Full-time and Part-time,1,1,5,"[153000, 296000]",1,1,9,271.0,153000,296000.0
567,"Staff, Data Scientist - Data Ventures",Walmart,San Mateo,ZipRecruiter,Full-time,1,1,6,"[110000, 286000]",1,1,3,272.0,110000,286000.0
568,Senior Data Scientist,Virta Health,Petaluma,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,273.0,996,213.0
569,Data Scientist,"Vianai Systems, Inc.",Palo Alto,LinkedIn,Full-time,0,0,5,"[0, 0]",1,0,30,274.0,0,0.0
570,Principal Data Scientist - Marketplace,Uber,San Francisco,LinkedIn,Full-time and Part-time,1,1,1,"[0, 0]",1,1,11,275.0,0,0.0
571,"SENIOR, DATA SCIENTIST | PERSONALIZATION",Walmart,San Carlos,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,276.0,117000,234000.0
572,Senior Data Scientist,Virta Health,Salinas,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,277.0,996,213.0
573,Senior Data Scientist for analytics programs,InterSources Inc,San Jose,LinkedIn,Full-time and Part-time,0,0,0,"[0, 0]",1,1,30,278.0,0,0.0
574,"(USA) Principal, Data Scientist - ML Architect",Walmart,Cupertino,ZipRecruiter,Full-time,1,1,7,"[143000, 286000]",1,1,5,279.0,143000,286000.0
575,"Data Scientist/Senior Data Scientist, Proteomics",Calico Life Sciences,South San Francisco,LinkedIn,Full-time,0,0,0,"[120000, 172000]",1,1,19,280.0,120000,172000.0
576,Senior Data Scientist,Virta Health,Red Bluff,Lively Vacancies,Full-time and Part-time,0,0,7,"[996, 213]",1,1,1,281.0,996,213.0
577,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Danville,Prime Job Seekers,Contractor,1,1,5,"[117000, 234000]",1,1,6,282.0,117000,234000.0
578,Junior Data Scientist - Remote,SynergisticIT,San Francisco,LinkedIn,Full-time,0,0,0,"[192000, 192000]",1,1,30,283.0,192000,192000.0
579,Data Scientist - Ops & Finance,Hazel Health,Anywhere • via LinkedIn,LinkedIn,Full-time and Part-time,1,1,5,"[125000, 150000]",1,1,30,284.0,125000,150000.0
580,"(USA) Staff, Data Scientist",Walmart,Berkeley,ZipRecruiter,Full-time,1,1,5,"[143000, 286000]",1,1,10,285.0,143000,286000.0
581,Senior Data Scientist,Virta Health,Woodlake,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,286.0,996,213.0
582,Data Scientist (SQL/Python/R),Syntricate Technologies,San Bruno,LinkedIn,Full-time and Part-time,0,0,6,"[0, 0]",1,1,30,287.0,0,0.0
583,"SENIOR, DATA SCIENTIST, MACHINE LEARNING PLATFORM",Walmart,Campbell,Prime Job Seekers,Full-time,1,1,5,"[0, 0]",1,1,6,288.0,0,0.0
584,Data Scientist / Hybrid in Menlo Park / Non-Profit,Motion Recruitment,Menlo Park,LinkedIn,Full-time,1,0,0,"[0, 0]",1,1,29,289.0,0,0.0
585,Senior Data Scientist,Virta Health,Los Banos,Lively Vacancies,Full-time and Part-time,0,0,7,"[996, 213]",1,1,1,290.0,996,213.0
586,"Senior, Data Scientist - Ad Measurement",Walmart,San Leandro,ZipRecruiter,Full-time,1,1,5,"[108000, 234000]",1,1,3,291.0,108000,234000.0
587,"Data Scientist, Ads Insight and Measurement",Google,Mountain View,LinkedIn,Full-time and Part-time,1,0,3,"[127000, 187000]",1,1,22,292.0,127000,187000.0
588,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Campbell,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,293.0,117000,234000.0
589,Data Analytics Engineer,Natron Energy,Santa Clara,LinkedIn,Full-time,1,1,2,"[106500, 155500]",1,1,30,294.0,106500,155500.0
590,Senior Data Scientist,Virta Health,Lakeport,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,295.0,996,213.0
591,"Data Scientist, Data Lake",Topcon Healthcare,California • via LinkedIn,LinkedIn,Full-time and Part-time,1,1,2,"[70000, 110000]",1,1,1,296.0,70000,110000.0
592,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,South San Francisco,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,297.0,117000,234000.0
593,Senior Data Scientist,Virta Health,Orange Cove,Lively Vacancies,Contractor,0,0,7,"[996, 213]",1,1,1,298.0,996,213.0
594,Data Scientist/Engineer(Entry Level),SynergisticIT,Berkeley,LinkedIn,Contractor,0,0,0,"[192000, 192000]",0,0,30,299.0,192000,192000.0
595,Data Analyst (ENTRY LEVEL),SynergisticIT,San Francisco,LinkedIn,Full-time and Part-time,0,0,0,"[192000, 192000]",1,1,30,300.0,192000,192000.0
596,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Atherton,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,301.0,117000,234000.0
597,Senior Data Scientist,Virta Health,Placerville,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,302.0,996,213.0
598,Senior Data Scientist with Python Experience,Diverse Lynx,Cupertino,LinkedIn,Full-time and Part-time,0,0,8,"[0, 0]",1,1,30,303.0,0,0.0
599,"(USA) Staff, Data Scientist",Walmart,South San Francisco,ZipRecruiter,Full-time,1,1,5,"[143000, 286000]",1,1,15,304.0,143000,286000.0
600,"Data Scientist, Product Analytics",Meta,San Francisco,LinkedIn,Full-time,1,0,4,"[134000, 204000]",1,1,14,305.0,134000,204000.0
601,Senior Data Scientist,Virta Health,Farmersville,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,306.0,996,213.0
602,Staff Data Scientist,GoFundMe,San Francisco,LinkedIn,Full-time and Part-time,1,1,8,"[170000, 230000]",1,1,11,307.0,170000,230000.0
603,"SENIOR, DATA SCIENTIST | SEARCH TEAM | SUNNYVALE",Walmart,Berkeley,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,308.0,117000,234000.0
604,Senior Data Scientist,Virta Health,Maricopa,Lively Vacancies,Full-time,0,0,7,"[996, 213]",1,1,1,309.0,996,213.0
605,Data Scientist,Booz Allen Hamilton,Monterey,LinkedIn,Full-time and Part-time,1,0,2,"[96600, 220000]",1,1,2,310.0,96600,220000.0
606,DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Half Moon Bay,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,311.0,0,0.0
607,Senior Data Scientist with Python,Diverse Lynx,Cupertino,LinkedIn,Full-time,0,0,8,"[0, 0]",1,1,30,312.0,0,0.0
608,Senior Data Scientist,Virta Health,Dos Palos,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,313.0,996,213.0
609,"Data Engineer, Product Analytics",Meta,Menlo Park,LinkedIn,Full-time and Part-time,1,0,7,"[173000, 242000]",1,1,1,314.0,173000,242000.0
610,DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Pleasant Hill,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,315.0,0,0.0
611,"Data Scientist, Product",OpenAI,San Francisco,LinkedIn,Full-time,0,0,5,"[0, 0]",1,1,30,316.0,0,0.0
612,Senior Data Scientist,Virta Health,Clearlake,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,317.0,996,213.0
613,"Data Scientist Manager II, Research",Google,Mountain View,LinkedIn,Full-time and Part-time,1,0,8,"[177000, 266000]",1,1,10,318.0,177000,266000.0
614,"SENIOR, DATA SCIENTIST - MACHINE LEARNING ENGINEER",Walmart,Albany,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,319.0,117000,234000.0
615,"Staff Data Scientist, Marketing",Block,San Francisco,LinkedIn,Full-time,0,0,1,"[207900, 311900]",1,1,12,320.0,207900,311900.0
616,Senior Data Scientist,Virta Health,Weldon,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,321.0,996,213.0
617,"Sr. Responsible AI Data Scientist, Generative AI Innovation Center",Amazon Web Services (AWS),San Francisco,LinkedIn,Full-time,1,0,5,"[143300, 247600]",0,1,5,322.0,143300,247600.0
618,Senior Data Scientist,Virta Health,Gridley,Lively Vacancies,Full-time and Part-time,0,0,7,"[996, 213]",1,1,1,323.0,996,213.0
619,"SENIOR, DATA SCIENTIST | PERSONALIZATION",Walmart,Half Moon Bay,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,324.0,117000,234000.0
620,Senior Data Scientist with Python,Diverse Lynx,Cupertino,LinkedIn,Full-time,0,0,8,"[0, 0]",1,1,30,325.0,0,0.0
621,"Data Scientist III, Research",Google,Sunnyvale,LinkedIn,Full-time,1,0,3,"[127000, 187000]",0,1,8,326.0,127000,187000.0
622,Senior Data Scientist,Virta Health,Santa Maria,Lively Vacancies,Full-time,0,0,7,"[996, 213]",0,1,1,327.0,996,213.0
623,"Sr Data Scientist, ProServe GenAI - Open Reqs",Amazon Web Services (AWS),San Francisco,LinkedIn,Full-time,1,0,8,"[143300, 247600]",0,1,8,328.0,143300,247600.0
624,Senior Data Scientist,Virta Health,Chowchilla,Lively Vacancies,Full-time and Part-time,0,0,7,"[996, 213]",1,1,1,329.0,996,213.0
625,"SENIOR, DATA SCIENTIST - DATA VENTURES",Walmart,Santa Cruz,Prime Job Seekers,Full-time,1,1,5,"[0, 0]",1,1,6,330.0,0,0.0
626,"Principal Data Scientist, Experimentation & Personalization",Jobs via eFinancialCareers,San Francisco,LinkedIn,Full-time,1,0,5,"[0, 0]",1,1,23,331.0,0,0.0
627,"Staff Data Scientist, Product, Ads Privacy and Safety",Google,San Francisco,LinkedIn,Full-time,1,0,7,"[168000, 252000]",1,1,10,332.0,168000,252000.0
628,"Data Scientist, Finance",Whatnot,Anywhere • via LinkedIn,LinkedIn,Full-time and Part-time,1,1,6,"[126000, 200000]",1,1,5,333.0,126000,200000.0
629,DATA SCIENTIST III | SEARCH | NLP/CV,Walmart,Capitola,Prime Job Seekers,Full-time,1,1,4,"[0, 0]",1,1,6,334.0,0,0.0
630,"Senior Data Scientist, Fraud Risk",Block,San Francisco,LinkedIn,Contractor,0,0,5,"[142000, 213000]",1,1,12,335.0,142000,213000.0
631,Senior Scientist,Diverse Lynx,Cupertino,LinkedIn,Full-time,0,0,0,"[0, 0]",0,0,30,336.0,0,0.0
632,Data Scientist,InterSources Inc,California • via LinkedIn,LinkedIn,Full-time and Part-time,0,0,0,"[0, 0]",1,1,30,337.0,0,0.0
633,Senior Data Scientist,Walmart,Watsonville,Prime Job Seekers,Full-time and Part-time,1,1,5,"[117000, 234000]",1,1,5,338.0,117000,234000.0
634,Senior Data Scientist,Walmart,Gilroy,Prime Job Seekers,Contractor,1,1,5,"[117000, 234000]",1,1,5,339.0,117000,234000.0
635,Entry Level Developer/Coder/Programmer/Data Scientist/Analyst/Engineer,SynergisticIT,Elk Grove,LinkedIn,Full-time,0,0,0,"[0, 0]",1,1,30,340.0,0,0.0
636,Data Scientist MAHIN-JOB-37405,Keylent Inc,Elk Grove,LinkedIn,Full-time and Part-time,0,0,5,"[0, 0]",1,1,30,341.0,0,0.0
637,"SENIOR, DATA SCIENTIST | PERSONALIZATION",Walmart,Watsonville,Prime Job Seekers,Full-time,1,1,5,"[117000, 234000]",1,1,6,342.0,117000,234000.0
638,Machine Learning Engineer - Computer Vision / Deep Learning / Python,MoTek Technologies,San Francisco,LinkedIn,Full-time,0,0,5,"[0, 0]",0,0,1,343.0,0,0.0
639,Machine Learning Research Engineer,Voltai,Palo Alto,LinkedIn,Full-time,1,1,0,"[150000, 350000]",0,1,2,344.0,150000,350000.0
640,Lead Machine Learning Engineer,Adobe,San Jose,Adobe Careers,Full-time,0,0,8,"[150700, 284400]",0,1,3,345.0,150700,284400.0
641,Machine Learning Engineer,Lawrence Berkeley National Laboratory,Berkeley,Women In HPC,Full-time,0,0,8,"[0, 0]",0,1,5,346.0,0,0.0
642,"Machine Learning Engineer, 5+ Years Experience",Snap Inc.,Palo Alto,Built In San Francisco,Full-time,1,0,5,"[172000, 303000]",1,0,9,347.0,172000,303000.0
643,Senior Machine Learning Engineer - GenAI,Sony Interactive Entertainment,San Mateo,LinkedIn,Full-time,1,1,0,"[187700, 281500]",1,1,3,348.0,187700,281500.0
644,"Sr. Machine Learning Services Engineer, Adobe Firefly",Adobe,San Jose,Adobe Careers,Full-time,0,0,0,"[170900, 325200]",1,1,3,349.0,170900,325200.0
645,Senior Machine Learning Engineer- Data,Luma AI,Palo Alto,Lever,Full-time,1,0,5,"[180000, 250000]",0,1,30,350.0,180000,250000.0
646,Multimodal and Generative ML Engineer - Health Sensing,Apple,Cupertino,Careers At Apple,Full-time,1,1,3,"[143100, 264200]",0,1,30,351.0,143100,264200.0
647,Founding Machine Learning Engineer,Mineflow,Anywhere • via Y Combinator,Y Combinator,Full-time,0,0,0,"[80000, 150000]",0,1,30,352.0,80000,150000.0
648,Machine Learning Engineer 5,Adobe,San Francisco,Adobe Careers,Full-time,0,0,0,"[150700, 284400]",0,1,3,353.0,150700,284400.0
649,Senior Staff Machine Learning Engineer - Delivery Matching,Uber,Sunnyvale,Uber,Full-time,1,0,8,"[252000, 280000]",0,1,18,354.0,252000,280000.0
650,Cellular 4G/5G Firmware Data Science & Machine Learning Engineer,Apple,Sunnyvale,Careers At Apple,Full-time,1,1,3,"[143100, 264200]",0,1,30,355.0,143100,264200.0
651,"Machine Learning Engineer, AI for Gaming",NVIDIA,Santa Clara,LinkedIn,Full-time,1,0,1,"[0, 0]",0,1,11,356.0,0,0.0
652,"Machine Learning Engineer, Dasher Supply",DoorDash USA,Sunnyvale,Greenhouse,Full-time,0,0,3,"[0, 0]",0,1,30,357.0,0,0.0
653,Senior Machine Learning Engineer,Hive,San Francisco,Lever,Full-time,0,0,5,"[160000, 250000]",0,1,30,358.0,160000,250000.0
654,Machine Learning Engineer - Computer Vision / Deep Learning / Python,MoTek Technologies,San Francisco,LinkedIn,Full-time,0,0,5,"[0, 0]",0,0,1,0.0,0,0.0
655,Machine Learning Research Engineer,Voltai,Palo Alto,LinkedIn,Full-time,1,1,0,"[150000, 350000]",0,1,2,1.0,150000,350000.0
656,Lead Machine Learning Engineer,Adobe,San Jose,Adobe Careers,Full-time,0,0,8,"[150700, 284400]",0,1,3,2.0,150700,284400.0
657,Machine Learning Engineer,Lawrence Berkeley National Laboratory,Berkeley,Women In HPC,Full-time,0,0,8,"[0, 0]",0,1,5,3.0,0,0.0
658,"Machine Learning Engineer, 5+ Years Experience",Snap Inc.,Palo Alto,Built In San Francisco,Full-time,1,0,5,"[172000, 303000]",1,0,9,4.0,172000,303000.0
659,Senior Machine Learning Engineer - GenAI,Sony Interactive Entertainment,San Mateo,LinkedIn,Full-time,1,1,0,"[187700, 281500]",1,1,3,5.0,187700,281500.0
660,"Sr. Machine Learning Services Engineer, Adobe Firefly",Adobe,San Jose,Adobe Careers,Full-time,0,0,0,"[170900, 325200]",1,1,3,6.0,170900,325200.0
661,Senior Machine Learning Engineer- Data,Luma AI,Palo Alto,Lever,Full-time,1,0,5,"[180000, 250000]",0,1,30,7.0,180000,250000.0
662,Multimodal and Generative ML Engineer - Health Sensing,Apple,Cupertino,Careers At Apple,Full-time,1,1,3,"[143100, 264200]",0,1,30,8.0,143100,264200.0
663,Founding Machine Learning Engineer,Mineflow,Anywhere • via Y Combinator,Y Combinator,Full-time,0,0,0,"[80000, 150000]",0,1,30,9.0,80000,150000.0
664,Machine Learning Engineer 5,Adobe,San Francisco,Adobe Careers,Full-time,0,0,0,"[150700, 284400]",0,1,3,10.0,150700,284400.0
665,Senior Staff Machine Learning Engineer - Delivery Matching,Uber,Sunnyvale,Uber,Full-time,1,0,8,"[252000, 280000]",0,1,18,11.0,252000,280000.0
